layer,expert,loss_fn,beta_global,num_score_tokens,gradient_signed,gradient_abs,gradient_at_global_zero,ratio_to_global_zero_pct,ratio_valid,first_order_signed,first_order_abs
0,53,l2,0.0,4096,-5.369158770918148e-07,5.369158770918148e-07,-5.369158770918148e-07,100.0,True,0.0,0.0
0,54,l2,0.0,4096,-2.6810519671016664e-07,2.6810519671016664e-07,-2.6810519671016664e-07,100.0,True,0.0,0.0
0,55,l2,0.0,4096,-1.880766760109509e-07,1.880766760109509e-07,-1.880766760109509e-07,100.0,True,0.0,0.0
0,56,l2,0.0,4096,-5.059181091837672e-07,5.059181091837672e-07,-5.059181091837672e-07,100.0,True,0.0,0.0
0,57,l2,0.0,4096,-1.2617480820154015e-06,1.2617480820154015e-06,-1.2617480820154015e-06,100.0,True,0.0,0.0
0,58,l2,0.0,4096,-3.2281681683343777e-07,3.2281681683343777e-07,-3.2281681683343777e-07,100.0,True,0.0,0.0
0,59,l2,0.0,4096,-6.009962589814677e-07,6.009962589814677e-07,-6.009962589814677e-07,100.0,True,0.0,0.0
0,60,l2,0.0,4096,-1.5046869066281943e-06,1.5046869066281943e-06,-1.5046869066281943e-06,100.0,True,0.0,0.0
0,61,l2,0.0,4096,-5.720788749385974e-07,5.720788749385974e-07,-5.720788749385974e-07,100.0,True,0.0,0.0
0,62,l2,0.0,4096,-6.796677212150826e-07,6.796677212150826e-07,-6.796677212150826e-07,100.0,True,0.0,0.0
0,63,l2,0.0,4096,-1.5053617516969098e-06,1.5053617516969098e-06,-1.5053617516969098e-06,100.0,True,0.0,0.0
0,64,l2,0.0,4096,-1.4432498574024066e-06,1.4432498574024066e-06,-1.4432498574024066e-06,100.0,True,0.0,0.0
0,65,l2,0.0,4096,-1.025372029062055e-06,1.025372029062055e-06,-1.025372029062055e-06,100.0,True,0.0,0.0
0,66,l2,0.0,4096,-1.9218249036612178e-07,1.9218249036612178e-07,-1.9218249036612178e-07,100.0,True,0.0,0.0
0,67,l2,0.0,4096,-5.08614760974524e-07,5.08614760974524e-07,-5.08614760974524e-07,100.0,True,0.0,0.0
0,68,l2,0.0,4096,-7.252247655742394e-07,7.252247655742394e-07,-7.252247655742394e-07,100.0,True,0.0,0.0
0,69,l2,0.0,4096,-3.4247192104430724e-07,3.4247192104430724e-07,-3.4247192104430724e-07,100.0,True,0.0,0.0
0,70,l2,0.0,4096,-2.4705471446395677e-07,2.4705471446395677e-07,-2.4705471446395677e-07,100.0,True,0.0,0.0
0,71,l2,0.0,4096,-2.2988232473153403e-07,2.2988232473153403e-07,-2.2988232473153403e-07,100.0,True,0.0,0.0
0,72,l2,0.0,4096,-1.859656961755718e-07,1.859656961755718e-07,-1.859656961755718e-07,100.0,True,0.0,0.0
0,73,l2,0.0,4096,-1.3601255233197662e-07,1.3601255233197662e-07,-1.3601255233197662e-07,100.0,True,0.0,0.0
0,74,l2,0.0,4096,-2.403809986617489e-07,2.403809986617489e-07,-2.403809986617489e-07,100.0,True,0.0,0.0
0,75,l2,0.0,4096,-1.206579611334746e-06,1.206579611334746e-06,-1.206579611334746e-06,100.0,True,0.0,0.0
0,76,l2,0.0,4096,-5.2994344912349334e-08,5.2994344912349334e-08,-5.2994344912349334e-08,100.0,True,0.0,0.0
0,77,l2,0.0,4096,-3.8375802091650257e-07,3.8375802091650257e-07,-3.8375802091650257e-07,100.0,True,0.0,0.0
0,78,l2,0.0,4096,-4.515582361364068e-07,4.515582361364068e-07,-4.515582361364068e-07,100.0,True,0.0,0.0
0,79,l2,0.0,4096,-7.769932892642828e-07,7.769932892642828e-07,-7.769932892642828e-07,100.0,True,0.0,0.0
0,80,l2,0.0,4096,-4.0467341477778973e-07,4.0467341477778973e-07,-4.0467341477778973e-07,100.0,True,0.0,0.0
