layer,expert,selection_group,background_beta,beta,measured_loss,measured_delta_loss,local_gradient_at_beta
0,120,high,1.0,1.05,1.07859709719871e-09,1.07859709719871e-09,4.3143938199818876e-08
0,120,high,1.0,1.25,2.696499362036225e-08,2.696499362036225e-08,2.1571996455804765e-07
0,120,high,1.0,1.5,1.0785998463035092e-07,1.0785998463035092e-07,4.3143995753780473e-07
0,120,high,0.95,0.0,5.769725849704518e-07,4.6551086813284247e-07,-8.998794100989471e-07
0,120,high,0.95,0.25,3.7896770096913077e-07,2.6750598413152143e-07,-6.841594029083353e-07
0,120,high,0.95,0.5,2.3489285385995066e-07,1.2343113702234132e-07,-4.6843942413943296e-07
0,120,high,0.95,0.75,1.4474801011754194e-07,3.3286293279932625e-08,-2.527194453705306e-07
0,120,high,0.95,0.9,1.1654748425719319e-07,5.085767419583877e-09,-1.2328747089895842e-07
0,120,high,0.95,0.95,1.1146171683760932e-07,0.0,-8.014346875029332e-08
0,120,high,0.95,1.0,1.0853315025012967e-07,-2.9285665874796455e-09,-3.699949857605134e-08
0,120,high,0.95,1.05,1.0776176604410479e-07,-3.699950793504532e-09,6.144493358561931e-09
0,120,high,0.95,1.25,1.2624827151995987e-07,1.4786554682350547e-08,1.7872051216727414e-07
0,120,high,0.95,1.5,1.9789338066728688e-07,8.643166382967756e-08,3.9444043409275764e-07
0,122,medium,1.0,0.0,1.0581129030997385e-07,1.0581129030997385e-07,-2.116225914505776e-07
0,122,medium,1.0,0.25,5.951884953271517e-08,5.951884953271517e-08,-1.587169435879332e-07
0,122,medium,1.0,0.5,2.6452826734621805e-08,2.6452826734621805e-08,-1.0581130283071616e-07
0,122,medium,1.0,0.75,6.6132089066050486e-09,6.6132089066050486e-09,-5.290565852078544e-08
0,122,medium,1.0,0.9,1.058113247733415e-09,1.058113247733415e-09,-2.1162262164864387e-08
0,122,medium,1.0,0.95,2.645275831737106e-10,2.645275831737106e-10,-1.0581115983399059e-08
0,122,medium,1.0,1.0,0.0,0.0,0.0
0,122,medium,1.0,1.05,2.645276305441835e-10,2.645276305441835e-10,1.0581116871577478e-08
0,122,medium,1.0,1.25,6.6132084341603926e-09,6.6132084341603926e-09,5.290565852078544e-08
0,122,medium,1.0,1.5,2.6452825080044292e-08,2.6452825080044292e-08,1.0581129927800248e-07
0,122,medium,0.95,0.0,2.24606054459001e-07,1.1314433762139168e-07,-2.1962002705322448e-07
0,122,medium,0.95,0.25,1.763142651198831e-07,6.485254828227379e-08,-1.6671438629600743e-07
0,122,medium,0.95,0.5,1.4124884830716885e-07,2.9787131469559516e-08,-1.1380871356436728e-07
0,122,medium,0.95,0.75,1.1940988730803213e-07,7.948170470422816e-09,-6.090308346529127e-08
0,122,medium,0.95,0.9,1.1265517771367818e-07,1.1934608760688567e-09,-2.9159690662083904e-08
0,122,medium,0.95,0.95,1.1146171683760932e-07,0.0,-1.8578547589243044e-08
0,122,medium,0.95,1.0,1.1079732614700397e-07,-6.643906906053481e-10,-7.997432938111615e-09
0,122,medium,0.95,1.05,1.1066197540991474e-07,-7.997414276945702e-10,2.5837055828148436e-09
0,122,medium,0.95,1.25,1.1541116818754682e-07,3.9494513499375e-09,4.490824068170696e-08
